Protein_ID,Mean_Phi,Mean_Psi,Mean_Theta,Mean_Tau
P29094,-74.81773446797153,46.077895076512455,104.11668901423488,-14.942438495551604
P13485,-81.45640242573727,58.29013113151429,106.5726342238606,-30.232669716487933
Q4A6A2,-81.93238799311295,55.846033698292004,105.84101297520662,-21.685048724104682
Q46337,-78.55678146225438,56.39610892595449,106.17140692450879,-27.803938705791104
Q99027,-71.53527175682704,-2.86921478996099,97.62256945253576,25.87499668764629
Q47N75,-74.52098962634409,49.07214676290322,104.20744297311826,-7.242134769086021
P07343,-69.66963158225109,6.452008191958875,98.68235207142857,21.429393804545455
P35865,-65.9689145489022,-27.295508485309384,94.13923468463072,47.63095620359282
P26831,-79.39048147162163,51.89392394131019,105.75085052395576,-19.702389693716217
Q06539,-72.02186015934066,28.152704350824173,102.56542037637362,-5.750625172252747
A5U697,-63.20268795185185,-12.86179134677778,94.93886317037038,29.259103251851847
A5U654,-75.29918317849057,40.88305022075472,105.5188244792453,-14.370410370188678
P80172,-65.15165216,-22.57247740933333,94.24481037066667,38.19754449493333
P96710,-65.40401245043104,-26.064139228663795,93.95258369181036,41.93853929741379
P19579,-74.84785935766423,35.469169259148416,102.82580199513383,-4.421739038929438
Q05622,-89.2958898484375,88.0825009978125,110.16140345,-47.0262960346875
O07151,-77.35755801851852,59.75764229842736,106.3375838945869,-31.414526849430203
Q8GJ44,-87.53527001996927,102.4302261448725,115.04514198003073,-73.02388245192013
Q83FF5,-71.26942335680751,17.25143101097183,100.566677842723,6.83924070657277
P37487,-76.31728517799354,20.058186273915858,100.96456069255663,5.706502020711975
P16449,-65.88124335858585,-30.739186444292933,93.22556231818182,50.834339888888884
P82599,-59.62397892391305,25.898482136630427,101.99235727173912,16.46824789130435
O34767,-81.68483022704082,83.31021669173113,110.44370869132652,-51.62402166581633
P39694,-72.44595442439025,48.67141461678049,104.52785658536585,-3.594129473170733
P54322,-74.23821212282958,33.78285495707395,103.1804850192926,-7.275422202282958
A5U127,-63.38027190728478,8.92889519152318,98.76342701324504,26.202332496688744
P0A668,-78.1323901761658,41.42996861554404,104.93981598445595,-6.738136486165807
O34559,-66.57880324664879,-3.132073619839143,96.89445104021448,34.80893628686327
P0A4V0,-71.86857084745763,16.17086766489104,100.30169725665858,12.440308803631963
P54493,-65.56802686982249,-19.393917943528578,94.71338304930967,42.34515111242603
Q46134,-76.911683892,37.94222688584001,103.909978204,-0.6658530484000003
P28612,-73.92828703065135,31.78819357302682,101.63278952107281,1.8504526176245228
P0A5Q4,-80.5284590482456,65.68724790118421,107.53437832017545,-27.981908484649118
P39045,-73.34013604275093,56.89392986782527,106.65718341635687,-24.164045416356878
Q9S4K9,-75.25580584027779,18.173675802187503,101.11430647569445,1.9612090211805555
P0A5P0,-70.96753816556291,18.785183659110597,100.47861899006622,22.7490521602649
Q46336,-78.47034296938776,83.31235776602041,110.76528452040816,-59.966118959183675
P31141,-65.01546491581632,-26.76972971265306,94.20632638265306,44.019951051020406
Q97II1,-71.77429691292134,31.08916122219101,102.88917391292134,-8.080757476404495
Q88Z97,-71.36437247877014,23.575245963162516,101.23175169106881,3.521935809868228
Q2FZE2,-81.25697204672898,56.18426273327103,106.4452629813084,-34.32867056074767
P85147,-65.86280257580646,23.041314505161292,102.45596225806455,37.036540593548395
P0A0C1,-74.26037601252608,24.270157324068894,101.59220010438415,9.255246459290188
P0C047,-64.75566225961539,-20.296770091826925,94.28190819230768,44.59918121153846
Q8DS12,-71.5036900775862,23.278513521925287,101.28507035632184,0.1804106669540216
O34777,-69.64683250680272,-0.4445844589795907,97.23511169387756,27.1516861122449
P53663,-74.63542529314421,28.13627339817967,100.4775513144208,15.295554782505912
P0A334,-63.089721725000004,-31.368284545749997,93.30130005625,46.74049161875
P06886,-85.51977385470084,90.97085019166667,111.0818806111111,-47.94322151282051
Q04707,-72.80290713560501,26.983170395312943,101.2182532030598,1.2343385910987508
Q9ZEP5,-80.78988927111111,87.30269118382222,110.07134585333331,-48.83533483555555
Q9RC92,-68.01114181962865,9.454488692466844,99.34754480636606,11.698440899204245
P0A4N3,-64.67164534285715,-28.919175538642858,93.68297528928572,50.360902017857136
Q933K8,-65.94289431521739,28.33522586456522,101.90839190434782,3.5790931299130437
P25051,-81.62009592565597,64.26719804921284,107.39185301166182,-35.480505861516036
P42237,-65.76628429670329,-21.378295695501098,94.71339643076922,39.908558392527475
P0C046,-64.10114717525774,-23.283522821649484,93.67421597938143,36.416252721649485
P39652,-89.1126157875,110.87616799795312,114.68661248906251,-72.85022032297124
P22266,-70.28195775362319,26.88851794733333,101.9299420057971,-5.847675357391305
P14677,-74.51332985333333,46.262251108066664,104.68919314533332,-15.055104417493332
P15555,-73.87346929802955,42.7167399637931,104.16110618226601,-7.8002504137931075
P02983,-65.78159918453159,-31.260477095206973,93.46998879302832,49.66643211111111
P02968,-69.20742118749999,-3.3781746684868406,97.03878180921052,23.832806449342105
P24011,-74.0123629474719,19.074938475280902,100.5368546235955,14.01300387275281
Q1AU26,-76.24676626433568,50.1203293539028,105.09970621398602,-23.656024095104893
O33635,-83.53175831760299,78.12114161130336,109.9725778209738,-40.12478083625468
O32271,-73.75780677223429,28.622561669566164,102.08816701301517,1.6306527249457705
P68782,-65.27593054517135,-23.805940558380062,94.28385039252336,46.56368947975078
Q53728,-75.52303293884893,46.16545388501798,104.42685113309354,-8.182625536330937
Q6YP15,-75.43116722105262,37.59685878578947,103.78388741052632,-17.19422131842105
Q04664,-75.03912748106904,25.164378489309573,101.51849775055679,2.5837958708240545
P12012,-63.750946892857144,-25.154218196234375,94.14081644866071,41.05308685714285
P21625,-86.98350831404959,87.12083004175621,111.6384258264463,-63.059632520661154
Q9L4Q8,-72.46299214345113,26.71261283063202,101.8778635945946,4.6857565773388785
O32885,-72.24604621657754,21.319274804358287,100.91423791176472,-0.6238643556149707
P19580,-75.76551143318966,25.633627120127155,101.96866717887931,-1.287808309051724
Q06852,-82.38023273065284,111.53850825088102,113.97685526113276,-72.05460734444443
P0A4N1,-66.1674013448276,-24.12216742689655,94.54596571494251,43.694364719540225
Q93M42,-78.61608409262188,50.125609770366275,105.40593057048748,-22.911539353096178
A6QG59,-77.19837182424241,45.32060221818182,103.60633743636365,-17.64889989696969
Q10765,-74.70243898463015,37.77847843119116,103.45157002305476,-6.476803076849182
P96501,-67.31318971476509,-1.4871891641610728,97.043549,22.319208591275164
O53077,-82.41991722680412,42.07569911030928,104.75578945360823,-22.133158587628863
Q9AGY7,-72.59403926767676,14.251530378434344,100.3524047020202,9.158095456060607
P42432,-69.42368035629454,4.909492350261281,98.57456343705462,19.018829667458434
P0A5Q2,-79.99674219496855,84.94876337169812,112.16997169811323,-57.1184376245283
P24012,-66.03430607729469,-19.95121746371981,94.64105665217393,37.161883463768106
Q828D2,-77.2386653526971,57.30085136962655,105.9274683526971,-24.98345558921162
P28628,-76.2976478423913,55.910958668478266,106.36942546739132,-14.385158853260872
P39043,-75.96661001239853,51.56257298321033,105.00586305904059,-20.669974500738007
P34956,-66.33533794607087,-18.49409105013251,95.03324722650231,43.86300401124807
Q2QBT0,-77.21829883636363,74.69828990236363,108.10022250909093,-45.377498018181825
P12921,-72.86406625380711,10.470003099766497,99.13929672588833,15.382813827411166
P65565,-65.02061147474748,-25.187248583838386,93.38494441414142,44.18334214141414
P39597,-70.78436879326922,30.42404781100962,102.19093641586538,10.557493121274039
P22821,-63.498898265060234,-24.777611320962652,94.38392637349398,44.80275845180723
P0A0I7,-84.11675553781511,46.373992649369754,105.634091894958,-31.284113529411762
P59934,-70.43621691194969,14.839050485849056,100.06639625628931,9.640338956383648
P33247,-66.66893608763867,12.341220924362917,98.99639638668779,14.78843033651347
P37948,-65.46244764864865,-22.99055522364865,94.43071868693694,40.33563845045045
Q05044,-84.81486528387097,93.35505432969893,113.5987416344086,-59.65052476651613
O08362,-74.1158709125,22.344897205000002,100.53915623,9.515303150000001
Q2G1N7,-70.329265568,-6.416208221440001,96.36541924400001,30.855577958
P0A609,-79.1131867375,82.58154196895833,111.53765089583334,-50.6915283775
P21938,-69.20985822383074,12.388765126035635,99.3293827037862,16.23915018485523
Q8EWP5,-82.6703092606383,76.34084390957446,109.74291940957447,-49.984784611702125
Q9CJ45,-71.82199321755725,20.43825327454198,101.0229971870229,8.026192965267178
P29141,-77.60487431513647,63.045721605470845,108.3118491439206,-35.58371778837469
P42086,-64.69714300456621,-27.421239667899542,93.9438359520548,49.19274655981736
P40875,-74.55534240987656,46.52310041637037,104.84389480987655,-15.663731730864198
Q4A5X2,-74.66798584176706,16.400720469140563,100.03823724096385,20.295739439156627
P16400,-75.6039394587629,21.68809121176976,100.77968073539517,3.777936487972509
P45702,-74.44781897021277,44.760721805794326,104.45000382127661,-12.218692539290778
Q45070,-79.20829066706162,54.064803534218015,105.70744299052134,-13.496931031042653
P35596,-71.80450308157894,27.61993997978618,101.84559992434211,-1.004570477302632
P36921,-79.46681353333334,37.69390100007407,103.8795513185185,-19.577114940740742
P12667,-71.46012615646258,34.526897711122444,103.03236973469389,-8.923867612244898
P27623,-76.32170146511628,20.46230150496124,101.52378751937985,4.805225682170542
P63713,-70.57173705623721,14.7207105793456,99.88644875255622,11.4865371295501
Q8Y960,-65.73095501307189,-9.777501081372547,95.4140601993464,35.673889209150325
P39804,-95.05609342268909,105.70880846134455,115.09612189915967,-81.09073485210082
Q08429,-78.7022536484375,59.17402569296875,106.7690491171875,-8.625010610937498
P42252,-65.68993203265306,-30.909598942163264,93.24680572244898,46.50771888979592
P81594,-75.31825162022471,42.28386722323595,103.30344432359551,9.600424296629214
Q7A338,-82.98430476234569,95.32530596219135,112.71563311111113,-70.67399624339507
P11018,-72.54487692789968,37.70387212912225,103.21590470532915,-6.104925578213167
P54544,-65.75899514909092,-31.169585348145457,93.16925805454545,46.511422730909096
P35804,-82.46337615422885,89.8051988514975,111.6997042437811,-35.14172598358209
P11959,-77.86229678510637,50.68870706446808,106.06670298085108,-29.257794771063825
Q9LAB5,-87.79900809714287,94.27192472942855,111.78930737142859,-52.0943600857143
P46815,-66.45684031578948,-14.646389962406014,95.27107410526314,35.91614429135338
P11540,-71.66310086666667,25.388544652666663,100.33402167777777,5.560642622222222
Q03Q83,-75.69316095238095,44.43936184748572,104.76673526095237,-15.416779163047616
P09333,-89.47384631772908,101.22816268611554,114.23315530079682,-72.62712438940238
Q08788,-73.8521058677686,29.36427112644628,102.17805011570248,0.4663102396694225
Q8NNK5,-69.85971698586573,35.87105824265018,103.27726082685513,2.0382203855123673
O30417,-66.79221907157059,-18.039604611669983,94.94249692842942,40.438914699801195
P15917,-71.76342105241038,6.160281137224968,98.75858236217553,17.782141835599507
P37552,-81.87469186536002,65.678454956,107.460882248,-45.513134208000004
P0A5B7,-82.28922246527777,83.08687659652777,110.44254218055556,-53.50112111111111
Q05523,-73.13003551769911,38.94290122524337,103.53530757300885,-7.753952090707964
P39755,-65.26123231485148,-30.570354211089107,93.45892116237624,44.61806192277228
A9Q0M7,-66.62883007142857,49.99200021171429,105.18713884285712,-15.747927678571426
P59076,-70.35477229307568,27.546189320595808,101.83772208212561,2.679376579388084
P27580,-67.52094116377171,9.596427330521092,99.47269768486353,12.563685527295284
O52866,-70.53105203146852,19.302064765825175,101.44455526573427,10.443544104895103
P95246,-76.67043034357006,64.17419500178504,106.89914183493282,-23.18005163800384
P20166,-68.45856694849785,12.292476387882692,100.22886032761089,8.56465776509299
O66043,-74.9079570636183,24.666044748528833,101.52439727634194,8.065359778827037
P23453,-75.38079953915663,35.9008363564759,102.82299899397589,-1.9381070542168668
Q5FKI4,-73.02392836205212,38.7704743100228,103.36934465309446,-6.585654621335504
P35594,-69.50669112632978,23.608994941874997,100.77565026728723,7.760045133776594
Q45066,-78.63341399627791,45.310856469478914,104.69171328908189,-15.409155793796527
P00512,-73.16982151724139,31.15728013652037,103.13743101253917,-7.401357098746083
P24301,-82.21395674,100.8348852736,114.30442646999998,-93.429467905
P19080,-85.44587407874016,66.27316848346456,107.47655271653544,-43.789729055118116
O05724,-77.86730986060607,49.25162472802425,104.63273454545455,-14.440937615151517
Q02113,-84.7323516141844,75.79347525470072,109.59145120851065,-36.679268542695034
P01552,-86.93568832706767,70.37876830511279,108.67238934962405,-36.42654470977443
P33251,-67.35837777441077,-23.588009552188552,94.47237365993266,42.480388663299664
Q97R46,-74.82208754684096,64.89601977677559,108.62553638126361,-35.485659489542485
O34894,-63.89785145729537,-34.16607081245552,92.16949467259786,47.67705871708185
P23532,-68.26393212380952,1.8693908085714286,98.10966154285714,24.495157457142856
P65563,-65.777310421875,-5.0797822148437515,96.605911375,30.667007765624998
Q8NNK2,-74.68646850696379,42.61687627871031,103.48928276044569,-4.260128122562672
Q08002,-74.09981894292237,32.95339866310502,102.19846903196347,8.395147767123287
O34853,-72.79065286693549,5.060611853629032,98.68527231451613,16.973333229838705
O34310,-86.66361956108597,100.65633596737557,113.68401295927603,-59.285970752669684
P39793,-75.07136645623633,49.19582671749453,104.77440385886214,-11.372114449715538
Q9F0R1,-71.58192094260868,3.7409134294782627,97.95481789565218,20.766748191304345
A2RMA8,-65.38818905432596,-26.73332526238431,93.9980553581489,46.43871859758551
Q9CD58,-68.85574863024142,34.462418861419565,102.65587518932655,1.2976598383735731
P0C0H0,-74.49974913365155,6.097267804415273,99.15048789021479,18.007294591408115
P43163,-73.3129940393013,52.51328815423581,105.8676263930131,-11.795586008296944
P46033,-74.22682251898733,44.83749461679325,104.18821502953585,-16.977573110548523
P56220,-74.90750091240876,77.44829789416058,110.01277852554745,-40.37636994416058
P54423,-77.26796505548099,54.760002662259495,105.89095753355706,-22.977317585011185
P04957,-84.1146996570248,83.29825120301653,112.15700824380164,-75.09092164876033
P37386,-73.49038974626865,25.10923352975622,101.6932133942786,6.547851400995024
Q9X895,-69.79260058965517,31.182044680858617,102.19321605862069,-0.9561579896551738
P54146,-65.14601340707965,-23.42888390086659,94.69049934955753,41.4890616880531
Q9AGJ6,-74.77548461917355,48.20057891947107,104.8635410677686,-21.61255684016529
Q4JVH7,-74.02527012895376,44.939999845304136,104.89717836739659,-15.400453017177615
Q04942,-76.59112726222223,54.97504780351112,105.42656931111111,-29.036840952888888
P54422,-72.973682758092,43.67388140744464,104.05014775298126,-12.164514299148214
Q59112,-78.49341677443608,53.48821668233082,106.22502924812031,-19.053826206766917
P39802,-83.39788789102563,80.85766778096153,109.58033764743591,-42.152297070512816
P29422,-77.79492981848907,58.87082539017634,107.06250260437376,-30.75543960695825
P37608,-72.82823053979739,7.433271119874095,98.9847704138929,16.172471326628074
P75361,-71.34772900203664,7.562328320631363,98.85045536863544,13.085774912627292
P00649,-80.86134328395062,64.64298058827161,107.78916066049382,-36.13424232098766
P46807,-72.36457896649485,26.21413438724227,101.91678507216496,6.401386692010308
P0A5L8,-76.00711742049471,57.85043416833923,105.96906766784451,-20.735016520565374
P22629,-87.96619677049179,96.48595239868853,114.3135106284153,-66.22015129180328
O33654,-65.08734187552743,-22.368015796050635,94.67028882067511,43.87432590126583
Q9K6W0,-77.12751342669172,40.31548326507518,103.65573504699249,-13.167424362781952
P08954,-78.18586072036474,46.76349845893617,105.0992163738602,-12.71743879544073
Q79VE8,-73.48891631862745,29.195540572198528,102.36383345343137,11.44996200245098
Q9RLV9,-77.26166103283582,40.686539367080606,103.7664752925373,-2.8661327958208953
P35155,-64.46050414720811,1.2179383223350246,97.785514964467,24.807177959390867
Q7TWW7,-75.21232784040404,43.7425541470707,104.67177152525252,-16.199685179191917
Q03424,-75.47526743137256,67.08683409943977,108.41090200560224,-34.69680049747899
P42450,-69.76475340324764,22.445376746599457,100.73647863193504,16.529749707036533
P39790,-86.62473905750798,94.50334551865815,112.69892173162938,-61.74484267252396
P50849,-75.14203520425532,38.215543906638295,104.14843120283687,-12.138897416170213
P39141,-64.5142169211196,-33.86762170992366,92.9408930508906,48.7443948091603
P0A618,-77.98560347398843,44.939060030173415,104.13325056647398,-20.663510265895955
Q02114,-75.44703581592742,30.169729165328626,102.60654675806452,-1.3392236008064513
Q8G864,-68.79524141845494,25.293557902639485,101.01896013733906,12.09971974248927
P54178,-78.24397576683938,55.240201021243514,105.49727361658033,-21.70457399689119
P25959,-77.41288562903226,38.7409012241129,104.9113295564516,-18.82344848629032
P43439,-68.01989732228915,-14.114679130135542,95.59453524999999,38.507423442771085
P45706,-65.89179414042555,-29.58466472893617,93.6091135319149,49.591608361702136
P25958,-71.43436206692915,41.08808942992126,104.28554125196851,-12.153514356692913
P40859,-76.49284235641025,49.927548575730775,105.84297495128205,-17.121489493333335
Q8G4V2,-69.63575448483871,18.383713298951612,100.40722526612905,6.198102477419354
O31652,-64.514415284375,-21.3976792715625,94.27726235625,41.176490265625
Q59111,-76.52408904687499,47.6827683191875,104.70588586250001,-20.878562999687496
Q5HKQ0,-71.96631556796116,-2.6093734475728168,97.53204987135922,32.67325448058252
P0C0I6,-90.04711350423729,78.27904810172457,109.69530777966102,-50.97700165254237
P96614,-74.82398984817813,25.807979781639677,101.88206320040486,4.886832771659919
P35829,-91.38544006756756,98.83794417193694,113.57288245045045,-71.73807011306306
P55111,-75.11316335766423,52.76009853145621,105.5470245109489,-14.913051550912407
P54582,-64.72627469596638,-27.175710548235294,93.97418768907563,43.06528634789916
P35154,-71.77037622709163,2.181505338645417,97.59111712350597,28.84639149003984
Q45882,-81.55143637846656,44.93244070079935,104.65864799021207,-10.664045601386626
P29958,-76.18636534545801,60.7371708858346,106.55785840076335,-22.32093166450382
O31097,-86.43661738120103,96.29542867505482,113.18932109138382,-66.63028546292428
Q79VE9,-64.38040926159556,-13.636724967884971,95.96514417439703,30.801414666864567
P45855,-71.92874483715013,35.83255871468194,103.69079998473282,-6.571834225572519
P65561,-67.22767409756098,-12.154843389268294,96.15781960243902,39.88824513902439
P0C1U8,-81.22586558928572,76.06638171794644,109.61669427380954,-42.76546838392857
P45870,-67.21097840217391,-1.6061794570652177,96.62784224456522,24.495873032608692
O86963,-70.86330700164204,30.133923181037762,101.98909431034483,3.4256196993431858
P17893,-80.00632865771811,34.9004891590604,103.80094573825502,-3.2585092885906035
Q2FV54,-68.39809629353233,-12.471528587630184,96.24492514262023,38.24313160199005
P0A5T0,-82.41305176237626,61.405428446089104,106.55655514356435,-20.02485857772277
P35165,-64.70839055670103,-12.149265157216492,95.45688695360825,29.419428572164946
Q97EB7,-71.57604508737865,21.388046359475727,100.97720992427185,8.90963601610097
P60158,-82.06953256223177,84.55726568227468,110.38420757081545,-50.639152920600864
Q11010,-74.08356546207702,34.35512879439907,102.84967603150525,-8.16457052459743
P75409,-86.24328829780033,81.40582831847716,110.22235017089679,-45.068874472588824
P80696,-61.75159158461539,-3.8974598300000007,99.53111967692305,35.198005333846154
P39603,-67.06331018390804,-28.581664047126438,93.58645991954023,54.35365557471265
Q5HKP9,-66.2476630990099,-18.409386086930695,94.5079943168317,39.13382732673267
P32959,-78.34251607982262,52.365877796252775,105.80075426164078,-7.838630691796009
P0C0P9,-75.43383026206897,54.978832029885055,105.26103095977012,-0.02172413965517101
P29148,-77.02105634237289,51.969444423672876,106.03084960000001,-18.845656804254233
P06632,-70.71101042086332,32.532906269064746,102.60806922302159,-7.946347543165469
P20805,-75.17220600357955,66.2352980875,107.23775728124998,-38.77782922463068
Q8EUR6,-72.54673590967741,22.154659483210754,101.04871322365591,1.802210282688172
Q55242,-85.46197271558309,88.33416399339835,110.89980342311661,-45.835650935913314
P53627,-74.36721582280967,53.391440908157094,105.4236783595166,-24.999785557854988
P77949,-76.51951784,73.98499317550286,110.16775642857142,-37.773106725714285
Q82K53,-75.12850046462715,81.52405586627151,110.00472720650095,-44.43502494703633
A6QIG7,-75.53760567114092,28.4995656542953,102.30279848993288,4.672593926174494
Q8GFE2,-71.89525379816514,31.92084135963303,101.67029583792048,-2.0519622733944973
Q93QY7,-70.36665803448275,-6.60274451369798,96.94367982045186,30.313226732936982
P15698,-87.31016405940595,90.97023003231187,113.05013969059407,-62.0472683490099
Q04959,-68.77174498657719,59.88599787214764,106.84006118120806,-30.811271397651005
Q08352,-74.82920355291006,52.14964163103175,105.18157405555556,-18.08712974153439
Q55055,-94.47651934666666,101.97201411733333,113.67896621333334,-77.97167607760001
P22222,-78.75215789416058,76.79431223297443,110.21950036496351,-45.30841581916059
Q2NJZ2,-79.42807191038648,49.40797955734299,104.53652444565218,-12.821527962560388
Q02VB0,-71.14248262041468,1.9103013556618818,97.58129170972886,27.346815885167466
P54559,-65.40887225365853,-26.229533449414635,93.93082655121951,45.18061709268292
P80734,-70.46456402290076,-1.7173356261832087,96.77635007633589,31.95495412213741
P07883,-84.09716673139158,91.70016709928804,112.09497545307443,-52.45289737702265
P54571,-65.61806671367522,-25.103467042957263,93.99793895726495,47.599468335897434
P35825,-86.11731865466612,78.2741226162948,110.57219914169382,-56.59366392218485
Q6TYB1,-72.75310314532871,16.69949920685121,99.65469105882353,14.884288133044981
P00691,-79.85459358030303,61.64201601124999,107.70463275,-21.89335682984849
P09879,-68.02003844469027,-17.79148661814159,94.91707755309736,40.35611579646017
P29767,-84.02604708234713,94.86456733626726,113.51512547435897,-66.8350438749078
Q59280,-78.92698813402062,55.04876272440722,106.7454064458763,-27.899177453608242
P30234,-72.94930554986523,40.331422868113215,103.9931920916442,-6.472389180592992
O32221,-77.4609067826087,53.74769062753623,105.8227614637681,-37.99328478260868
Q53778,-68.84848652579035,-4.757113713149751,96.84412199168054,35.800432309484194
Q02251,-74.16119573614401,39.32015922466557,103.84364395120797,-6.6649606647181425
P46349,-65.6896541108742,-24.892135864179103,94.14714197014925,45.40977333688699
P39774,-74.75314751747572,25.44286494269903,101.29491479805824,8.626955109417475
Q2SS99,-81.598215604534,41.91990241156171,103.64885165491184,-1.2559924205289668
P35166,-84.3758904048913,58.49927064108695,106.28552629891304,-26.1425486923913
Q53591,-82.3031904695122,56.3423367514126,106.81950125813009,-20.81347423871951
Q2RKV6,-71.49522269905957,37.87666796918495,103.09112686833856,-6.701133314106584
P00644,-73.08102128138529,34.92626107251948,102.88731503463202,-6.0141844588744595
P50846,-74.0900715510204,32.37934862346939,103.39196027040816,-4.134281989795918
P38536,-81.4924611863514,71.24032742045137,109.02674914132187,-39.398706873293925
P30195,-72.99134254107506,10.105839476247462,99.03297802231239,26.28207862606491
P33113,-72.61853080827886,15.035707209586054,100.14158040087146,19.591086118671026
Q9L523,-71.53317356775301,5.059882766689536,98.83519025728988,20.61853393104631
P12876,-80.95247067961166,109.60022477961165,114.91197728155339,-77.72269138155339
P50847,-66.90136881818182,-19.63746231348485,94.97935327272728,41.85583752121212
Q2FZL3,-78.27569359541984,36.59338027566412,103.32918581933842,-1.38945651475827
P37957,-72.04741066509435,24.590583654716983,101.86156510377359,-0.2567072995283029
P06546,-85.23310686419754,78.21670514165811,110.30148061728394,-44.25225860161443
P0A574,-77.3771025761194,44.85812332462687,105.69745468955223,-22.99733785373134
P13375,-69.9109227063029,11.330433343051224,99.67983138307349,14.284014521158127
Q56198,-77.92335042682927,39.34446844881098,104.5363399207317,-10.49391263597561
P38645,-67.86789207293869,34.16046055989429,102.61369386469346,-0.6053044488372097
P39215,-66.85241790030211,-10.465603648861029,96.2535878957704,31.26322167975831
P0A564,-65.92125785263157,-21.220064255789474,93.92526299999996,41.420374115789464
Q93PS3,-74.98863192979452,31.51805010506849,102.7238093630137,-7.174821349315068
P32397,-75.48332266170213,44.451576855212764,104.8414550531915,-17.428545922340426
A0JSV8,-68.22683079876796,18.256901426529776,100.31618178644764,12.095677800821354
P50738,-66.20978025229357,-30.42744387699082,93.50049973394495,53.84373081192661
P47481,-71.57560173333333,18.52204982928931,100.5240671283019,11.25581637610063
P0C2S1,-74.55949396837988,50.66181303839106,105.135323975419,-17.871210320860335
P33116,-68.10914678501629,-3.782535220960913,97.22860269543975,24.42873293034202
P30345,-66.74239382,-1.3798548400000001,97.12167387999997,24.71872207
P12669,-94.65132483333333,110.96040448598484,115.46430475000001,-99.33099239318182
P25953,-74.75379398314605,34.676963361685395,102.65772342134831,-4.9101293398876384
Q59331,-75.47001361250001,34.126001454225,103.2382614275,-10.896849438499999
P16397,-79.3564518136776,80.50336735680811,110.60708922470343,-47.44419995236567
Q98R33,-77.53601188187919,39.47926913979865,103.15938603691276,-5.300607678523492
Q9X3P3,-74.38506133524356,13.917571846908308,99.84214144126076,11.651931794412608
P23648,-75.44181267610062,43.88475703647799,103.95958270440254,-6.7678253028301905
Q831U3,-72.0665711551297,18.775943758031705,100.18042455619597,13.415331860576373
Q9KWG2,-67.75357165013774,16.87390582225895,100.61554279614325,6.209153938705237
P0C0J0,-74.34316096482412,39.81866519115577,104.64099543969851,-3.7702319987437187
P10335,-74.78668385449275,46.31597524274058,104.11763596956524,2.4233317133768124
P60611,-77.35307942276424,34.3504138152439,102.58010445934958,-11.289561995934957
P32396,-72.69669971612903,23.92733473167742,101.55320125483871,-7.038350045161291
P17670,-69.68886469082126,6.946378926811596,99.35182917874396,16.477988082125606
P29761,-74.96179714102564,47.74534975688035,105.03704694729343,-13.812626978632478
P39570,-65.60961987445651,-31.989919907065214,93.25097987771738,48.79115525815217
P35160,-73.41582436871509,38.59977204357542,103.90161784916201,-15.434783027932962
P31306,-75.46098719758673,28.66020249891252,101.64259022624435,10.770219817767725
P22346,-80.17937513106159,53.8083821955439,105.37796828964613,-19.512514722149408
P11001,-78.0465889492799,69.094440791335,108.39709814402003,-32.820540523606766
Q03377,-81.89155338129495,69.3988336808633,108.97192712949641,-43.37619220863309
Q83GS8,-77.9402553939709,56.53303320053327,105.99402743866946,-19.74190275945946
